character,traditional_character,alternate_characters,pinyin,definition,hsk_level,frequency
终,終,終,zhōng,"end; finally, in the end",3,558
答,,,dá,"answer, reply; return; assent to",3,559
紧,緊,緊,jǐn,"tense, tight, taut; firm, secure",4,560
黄,黃,黃,huáng,yellow; surname,3,561
绝,絕,絕,jué,"to cut, sever, break off, terminate",4,562
奇,,,qí,"strange, unusual, uncanny, occult",3,563
察,,,chá,"examine, investigate; notice",4,564
母,,,mǔ,mother; female elders; female,4,565
京,,,jīng,capital city,1,566
段,,,duàn,"section, piece, division",3,567
依,,,yī,"rely on, be set in; consent, obey a wish",5,568
批,,,pī,"comment, criticize; wholesale",4,569
群,羣,羣,qún,(same as,5,570
项,項,項,xiàng,"neck, nape of neck; sum; funds",5,571
故,,,gù,"ancient, old; reason, because",3,572
按,,,àn,"put hand on, press down with hand",4,573
河,,,hé,river; stream; yellow river,3,574
米,,,mǐ,hulled or husked uncooked rice,1,575
围,圍,圍,wéi,"surround, encircle, corral",4,576
江,,,jiāng,large river; yangzi; surname,4,577
织,織,織,zhī,"weave, knit; organize, unite",5,578
害,,,hài,"injure, harm; destroy, kill",3,579
斗,鬥,鬥,dòu,Chinese peck; liquid measure,5,580
双,雙,雙,shuāng,"set of two, pair, couple; both",3,581
境,,,jìng,"boundary, frontier; area, region",3,582
客,,,kè,"guest, traveller; customer",1,583
纪,紀,紀,jì,"record, annal, historical account",4,584
采,採,採,cǎi,"collect, gather; pick, pluck",5,585
举,舉,舉,jǔ,"raise, lift up; recommend",4,586
杀,殺,殺,shā,"kill, slaughter, murder; hurt",5,587
攻,,,gōng,"attack, assault; criticize",6,588
父,,,fù,father; KangXi radical 88,4,589
苏,蘇,蘇,sū,,6,590
密,,,mì,"dense, thick, close; intimate",4,591
低,,,dī,"low; to lower, hang, bend, bow",4,592
朝,,,cháo,dynasty; morning,5,593
友,,,yǒu,"friend, companion; fraternity",1,594
诉,訴,訴,sù,accuse; sue; inform; narrate,2,595
止,,,zhǐ,"stop, halt, desist; detain",4,596
细,細,細,xì,"fine, tiny; slender, thin",4,597
愿,願,願,yuàn,"sincere, honest, virtuous",3,598
千,,,qiān,"thousand; many, numerous; very; (Cant.) a cheater, swindler",2,599
值,,,zhí,price,4,600
仍,,,réng,"yet, still, as ever; again; keep -ing, continuing",4,601
男,,,nán,"male, man; son; baron; surname",2,602
钱,錢,錢,qián,"money, currency, coins",1,603
破,,,pò,"break, ruin, destroy; rout",4,604
网,網,網,wǎng,net; network; KangXi radical 122,3,605
热,熱,熱,rè,hot; heat; fever; restless; zeal,1,606
助,,,zhù,"help, aid, assist",2,607
倒,,,dào,fall over; lie down; take turns,4,608
育,,,yù,"produce, give birth to; educate",3,609
属,屬,屬,shǔ,"class, category, type; belong to",5,610
坐,,,zuò,"sit; seat; ride, travel by",1,611
帝,,,dì,"supreme ruler, emperor; god",6,612
限,,,xiàn,"boundary, limit, line",5,613
船,,,chuán,"ship, boat, vessel",3,614
脸,臉,臉,liǎn,face; cheek; reputation,3,615
职,職,職,zhí,"duty, profession; office, post",4,616
速,,,sù,"quick, prompt, speedy",4,617
刻,,,kè,"carve, engrave; quarter hour",3,618
乐,樂,樂,lè,"happy, glad; enjoyable; music",2,619
否,,,fǒu,"not, no, negative; final particle",4,620
刚,剛,剛,gāng,"hard, tough, rigid, strong",3,621
威,,,wēi,"pomp, power; powerful; dominate",5,622
毛,,,máo,"hair, fur, feathers; coarse",4,623
状,狀,狀,zhuàng,form; appearance; shape; official,5,624
率,,,lǜ,to lead; ratio; rate; limit,5,625
甚,,,shén,great extent; considerably,4,626
独,獨,獨,dú,"alone, single, solitary, only",5,627
球,,,qiú,"ball, sphere, globe; round",2,628
般,,,bān,"sort, manner, kind, category",3,629
普,,,pǔ,"universal, general, widespread",4,630
怕,,,pà,"to fear, be afraid of; apprehensive",3,631
弹,彈,彈,dàn,"pellet, bullet, shot, shell",4,632
校,,,xiào,school; military field officer,1,633
苦,,,kǔ,"bitter; hardship, suffering",4,634
创,創,創,chuàng,"establish, create; knife cut",5,635
假,,,jiǎ,"falsehood, deception; vacation",3,636
久,,,jiǔ,"long time (ago); time passage, grow late",3,637
错,錯,錯,cuò,"error, blunder, mistake; wrong",2,638
承,,,chéng,"inherit, receive; succeed",5,639
印,,,yìn,"print, seal, stamp, chop, mark",4,640
晚,,,wǎn,"night, evening; late",2,641
兰,蘭,蘭,lán,"orchid; elegant, graceful",,642
试,試,試,shì,"test, try, experiment",2,643
股,,,gǔ,"thighs, haunches, rump; share",5,644
拿,,,ná,"take, hold, grasp; bring; with",3,645
脑,腦,腦,nǎo,brain,1,646
预,預,預,yù,"prepare, arrange; in advance",4,647
谁,誰,誰,shuí,who? whom? whose? anyone?,1,648
益,,,yì,"profit, benefit; advantage",5,649
阳,陽,陽,yáng,,3,650
若,,,ruò,"if, supposing, assuming; similar",6,651
哪,,,nǎ,which? where? how?,1,652
微,,,wēi,"small, prefix micro-, trifling",4,653
尼,,,ní,Buddhist nun; transliteration,,654
继,繼,繼,jì,"continue, maintain, carry on",4,655
送,,,sòng,"see off, send off; dispatch, give",2,656
急,,,jí,"quick, quickly; urgent, pressing",3,657
血,,,xuè,blood; radical number 143,5,658
惊,驚,驚,jīng,"frighten, surprise, startle",4,659
伤,傷,傷,shāng,"wound, injury; fall ill from",4,660
素,,,sù,white (silk); plain; vegetarian; formerly; normally,5,661
药,藥,藥,yào,leaf of Dahurian angelica plant; medicine,2,662
适,適,適,shì,"go, reach; appropriate, suitable",4,663
波,,,bō,"waves, breakers; undulations",6,664
夜,,,yè,"night, dark; in night; by night",5,665
省,,,shěng,"province; save, economize",4,666
初,,,chū,"beginning, initial, primary",5,667
喜,,,xǐ,"like, love, enjoy; joyful thing",1,668
卫,衛,衛,wèi,"guard, protect, defend",4,669
源,,,yuán,"spring; source, head; surname",5,670
食,,,shí,eat; meal; food; KangXi radical number 184,5,671
险,險,險,xiǎn,"narrow pass, strategic point",4,672
待,,,dài,"treat, entertain, receive; wait",5,673
述,,,shù,"narrate, state, express",5,674
陆,陸,陸,lù,"land, continental; army",5,675
习,習,習,xí,practice; flapping wings,1,676
置,,,zhì,"place, lay out; set aside",5,677
居,,,jū,"live, dwell, reside, sit",3,678
劳,勞,勞,láo,"labor, toil, do manual work",5,679
财,財,財,cái,"wealth, valuables, riches",5,680
环,環,環,huán,jade ring or bracelet; ring,3,681
排,,,pái,"row, rank, line",4,682
福,,,fú,"happiness, good fortune, blessing",4,683
纳,納,納,nà,"admit, take, receive, accept",5,684
欢,歡,歡,huān,"happy, pleased, glad; joy; enjoy",1,685
雷,,,léi,thunder,5,686
警,,,jǐng,"guard, watch; alert, alarm",4,687
获,獲,獲,huò,"obtain, get, receive; seize",4,688
模,,,mó,"model, standard, pattern; copy",5,689
充,,,chōng,"fill, be full, supply",5,690
负,負,負,fù,"load, burden; carry, bear",4,691
云,雲,雲,yún,"say, speak; clouds",4,692
停,,,tíng,"stop, suspend, delay; suitable",4,693
木,,,mù,"tree; wood, lumber; wooden",5,694
游,遊,遊,yóu,"to swim; float, drift; wander, roam",2,695
龙,龍,龍,lóng,dragon; symbolic of emperor,5,696
树,樹,樹,shù,"tree; plant; set up, establish",3,697
疑,,,yí,"doubt, question, suspect",4,698
层,層,層,céng,"storey, layer, floor, stratum",3,699
冷,,,lěng,"cold, cool; lonely",1,700
洲,,,zhōu,continent; island; islet,4,701
冲,衝,衝,chōng,soar; pour boiling water over,5,702
射,,,shè,"shoot, eject, issue forth, emit",5,703
略,,,lüè,"approximately, roughly; outline",5,704
范,範,範,fàn,surname; bee-like insect,5,705
竟,,,jìng,"finally, after all, at last",4,706
句,,,jù,sentence,3,707
室,,,shì,"room, home, house, chamber",2,708
异,異,異,yì,"different, unusual, strange",6,709
激,,,jī,"arouse, excite, incite; quickly",4,710
汉,漢,漢,hàn,Chinese people; Chinese language,1,711
村,,,cūn,"village, hamlet; uncouth, vulgar",5,712
哈,,,hā,sound of laughter,5,713
策,,,cè,"scheme, plan; to whip; urge",6,714
演,,,yǎn,"perform, put on; exercise",4,715
简,簡,簡,jiǎn,"simple, terse, succinct, a letter",3,716
卡,,,kǎ,"card, punch card; calorie",3,717
罪,,,zuì,"crime, sin, vice; evil; hardship",6,718
判,,,pàn,judge; discriminate; conclude,4,719
担,擔,擔,dān,"carry, bear, undertake",3,720
州,,,zhōu,"administrative division, state",6,721
静,靜,靜,jìng,"quiet, still, motionless; gentle",3,722
退,,,tuì,"step back, retreat, withdraw",5,723
既,,,jì,already; de facto; since; then,4,724
衣,,,yī,"clothes, clothing; cover, skin",1,725
您,,,nín,,2,726
宗,,,zōng,"lineage, ancestry; ancestor, clan",6,727
积,積,積,jī,"accumulate, store up, amass",4,728
余,餘,餘,yú,"I, my, me; surname; surplus",5,729
痛,,,tòng,"pain, ache; sorry, sad; bitter",5,730
检,檢,檢,jiǎn,check; examine,3,731
差,,,chà,"to differ; different, wrong; nearly, almost; an officer",3,732
富,,,fù,"abundant, ample; rich, wealthy",4,733
灵,靈,靈,líng,"spirit, soul; spiritual world",5,734
协,協,協,xié,be united; cooperate,6,735
角,,,jiǎo,"horn; angle, corner; point",3,736
占,佔,佔,zhàn,divine; observe; versify,4,737
配,,,pèi,"match, pair; equal; blend",5,738
征,徵,徵,zhēng,"invade, attack, conquer",5,739
修,,,xiū,study; repair; cultivate,4,740
皮,,,pí,"skin, hide, fur, feather; outer",3,741
挥,揮,揮,huī,direct; wipe away; squander,5,742
胜,勝,勝,shèng,"victory; excel, be better than",5,743
降,,,jiàng,"descend, fall, drop; lower, down",4,744
阶,階,階,jiē,"stairs, steps; rank, degree",5,745
审,審,審,shěn,"examine, investigate; judge",6,746
沉,,,chén,"sink, submerge; addicted to",5,747
坚,堅,堅,jiān,"hard, strong, firm; resolute",4,748
善,,,shàn,"good, virtuous, charitable, kind",5,749
妈,媽,媽,mā,"mother, mama",1,750
刘,劉,劉,liú,"surname; kill, destroy",,751
读,讀,讀,dú,"read, study; pronounce",1,752
啊,,,a,exclamatory particle,3,753
超,,,chāo,"jump over, leap over; surpass",3,754
免,,,miǎn,spare; excuse from; evade,4,755
压,壓,壓,yā,press; oppress; crush; pressure,4,756
银,銀,銀,yín,"silver; cash, money, wealth",3,757
买,買,買,mǎi,"buy, purchase; bribe, persuade",1,758
皇,,,huáng,"royal, imperial; ruler, superior",6,759
养,養,養,yǎng,"raise, rear, bring up; support",4,760
伊,,,yī,"third person pronoun; he, she, this, that",,761
怀,懷,懷,huái,"bosom, breast; carry in bosom",4,762
执,執,執,zhí,hold in hand; keep; carry out,5,763
副,,,fù,assist; supplement; assistant,6,764
乱,亂,亂,luàn,"confusion, state of chaos, revolt",4,765
抗,,,kàng,"resist, oppose, defy, reject",6,766
犯,,,fàn,"commit crime, violate; criminal",6,767
追,,,zhuī,"pursue, chase after; expel",5,768
帮,幫,幫,bāng,"help, assist; defend; shoe upper",2,769
宣,,,xuān,"declare, announce, proclaim",5,770
佛,,彿,fú,Buddha; of Buddhism; merciful person; Buddhist image; the dead (Jap.),5,771
岁,歲,歲,suì,year; age; harvest,1,772
航,,,háng,"sail; navigate; ship, boat",4,773
优,優,優,yōu,"superior, excellent; actor",4,774
怪,,,guài,"strange, unusual, peculiar",3,775
香,,,xiāng,"fragrant, sweet smelling, incense",3,776
著,,,zhe,manifest; (Cant.) to wear,4,777
田,,,tián,"field, arable land, cultivated",6,778
铁,鐵,鐵,tiě,"iron; strong, solid, firm",3,779
控,,,kòng,"accuse, charge; control",5,780
税,稅,稅,shuì,taxes,5,781
左,,,zuǒ,"left; east; unorthodox, improper",2,782
右,,,yòu,right; west; right-wing,2,783
份,,,fèn,"portion, part; duty",4,784
穿,,,chuān,"penetrate, pierce, drill; wear",2,785
艺,藝,藝,yì,"art; talent, ability; craft",4,786
背,,,bèi,back; back side; behind; betray,5,787
阵,陣,陣,zhèn,"column, row or file of troops",5,788
草,,,cǎo,"grass, straw, thatch, herbs",3,789
脚,腳,腳,jiǎo,"leg, foot; base, leg, foundation",3,790
概,,,gài,"generally, approximately",4,791
恶,惡,惡,è,"evil, wicked, bad, foul",5,792
块,塊,塊,kuài,"piece, lump; dollar",1,793
顿,頓,頓,dùn,"pause, stop; bow, kowtow; arrange",5,794
敢,,,gǎn,"to dare, venture; bold, brave",4,795
守,,,shǒu,"defend, protect, guard, conserve",5,796
酒,,,jiǔ,"wine, spirits, liquor, alcoholic beverage",3,797
岛,島,島,dǎo,island,5,798
托,託,託,tuō,"to hold up with palm; to support, rely on",5,799
央,,,yāng,"center, conclude, run out; beg",6,800
户,戶,戶,hù,door; family,4,801
烈,,,liè,"fiery, violent, vehement, ardent",5,802
洋,,,yáng,"ocean, sea; foreign; western",4,803
哥,,,gē,elder brother,2,804
索,,,suǒ,"large rope, cable; rules, laws; to demand, to exact; to search, inquire; isolated",5,805
胡,,,hú,"recklessly, foolishly; wildly",5,806
款,,,kuǎn,"item, article; clause; fund",4,807
靠,,,kào,"lean on, trust, depend on; near",5,808
评,評,評,píng,"appraise, criticize, evaluate",4,809
版,,,bǎn,printing blocks; edition,5,810
宝,寶,寶,bǎo,"treasure, jewel; precious, rare",5,811
座,,,zuò,"seat; stand, base",4,812
释,釋,釋,shì,"interprete, elucidate; release",4,813
景,,,jǐng,"scenery, view; conditions",4,814
顾,顧,顧,gù,look back; look at; look after,3,815
弟,,,dì,"young brother; junior; i, me",2,816
登,,,dēng,"rise, mount, board, climb",4,817
货,貨,貨,huò,"goods, commodities, products",4,818
互,,,hù,"mutually, reciprocally",4,819
付,,,fù,"give, deliver, pay, hand over; entrust",4,820
伯,,,bó,,6,821
慢,,,màn,"slow(ly), leisurely, sluggish",2,822
欧,歐,歐,ōu,translit.: Europe; ohm; surname,5,823
换,換,換,huàn,change,3,824
闻,聞,聞,wén,hear; smell; make known; news,3,825
危,,,wēi,"dangerous, precarious; high",4,826
忙,,,máng,"busy, pressed for time; hustling",2,827
核,,,hé,"seed, kernel, core, nut; atom",5,828
暗,,,àn,"dark; obscure; in secret, covert",5,829
姐,,,jiě,"elder sister, young lady",1,830
介,,,jiè,"forerunner, herald, harbinger; to lie between; sea shell; to wear armor",2,831
坏,壞,壞,huài,"rotten, spoilt, bad, broken down",3,832
讨,討,討,tǎo,"to discuss; ask for, beg; demand; dun; marry",4,833
丽,麗,麗,lì,"beautiful, magnificent, elegant",4,834
良,,,liáng,"good, virtuous, respectable",5,835
序,,,xù,"series, serial order, sequence",4,836
升,,,shēng,"arise, go up; hoist; advance",5,837
监,監,監,jiān,"supervise, control, direct",6,838
临,臨,臨,lín,"draw near, approach; descend",5,839
亮,,,liàng,"bright, brilliant, radiant, light",1,840
露,,,lù,"dew; bare, open, exposed",6,841
永,,,yǒng,"long, perpetual, eternal, forever",4,842
呼,,,hū,"breathe sigh, exhale; call, shout",4,843
味,,,wèi,"taste, smell, odor; delicacy",4,844
野,,,yě,"open country, field; wilderness",6,845
架,,,jià,"rack, stand, prop; prop up",5,846
域,,,yù,"district, region, boundary; land",5,847
沙,,,shā,"sand, gravel, pebbles; granulated",4,848
掉,,,diào,"turn, move; shake, wag; drop down",4,849
括,,,kuò,"include, embrace, enclose",5,850
舰,艦,艦,jiàn,warship,6,851
鱼,魚,魚,yú,fish; surname; KangXi radical 195,2,852
杂,雜,雜,zá,"mixed, blended; mix, mingle",4,853
误,誤,誤,wù,"err, make mistake; interfere",4,854
湾,灣,灣,wān,"bay, cove, inlet, bend of stream",6,855
吉,,,jí,"lucky, propitious, good",6,856
减,減,減,jiǎn,"decrease, subtract, diminish",4,857
编,編,編,biān,"knit, weave; arrange; compile",5,858
楚,,,chǔ,name of feudal state; clear,3,859
肯,,,kěn,"willing; consent to, permit",4,860
测,測,測,cè,"measure, estimate, conjecture",5,861
败,敗,敗,bài,"be defeated, decline, fail",4,862
屋,,,wū,"house; room; building, shelter",5,863
跑,,,pǎo,"run, flee, leave in hurry",2,864
梦,夢,夢,mèng,dream; visionary; wishful,4,865
散,,,sàn,"scatter, disperse, break up",4,866
温,溫,溫,wēn,lukewarm,4,867
困,,,kùn,"to surround, beseige; to be surrounded; difficult",4,868
剑,劍,劍,jiàn,"sword, dagger, saber",6,869
渐,漸,漸,jiàn,gradually,5,870
封,,,fēng,"letter, envelope; feudal",4,871
救,,,jiù,"save, rescue, relieve; help, aid",5,872
贵,貴,貴,guì,"expensive, costly, valuable",2,873
枪,槍,槍,qiāng,"spear, lance; gun, rifle",5,874
缺,,,quē,"be short of, lack; gap, deficit",4,875
楼,樓,樓,lóu,building of two or more stories,3,876
县,縣,縣,xiàn,"county, district, subdivision",5,877
尚,,,shàng,"still, yet; even; fairly, rather",5,878
